sequence_accession,sequence_isolate,sequence_completeness,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_subdiv2name,collection_subdiv2code,collection_subdiv2lat,collection_subdiv2long,date_ymd,date_dec,date_ym,date_y,tipnames,date_tipdate,host_class,host_order,host_family,host_sciname,host_commonname,date_parsed,collection_tipcode,sequence_start,sequence_end,sequence_length,sequence_generegion
MK881043,USUV416/2018/SK,partial,eastern europe,slovakia,svk,48.7152910172137,19.4731651408513,nitriansky,sk.ni,48.1399651458406,18.3033830614008,komárno,sk.ni.kn,47.8396579296591,18.1154449460309,NA,NA,NA,2018,MK881043|culex_pipiens|sk_ni_kn|2018,2018,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-05-29,sk_ni_kn,9099,9604,505,NS5b
MK881044,USUV427/2018/SK,partial,eastern europe,slovakia,svk,48.7152910172137,19.4731651408513,nitriansky,sk.ni,48.1399651458406,18.3033830614008,komárno,sk.ni.kn,47.8396579296591,18.1154449460309,NA,NA,NA,2018,MK881044|culex_pipiens|sk_ni_kn|2018,2018,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-05-29,sk_ni_kn,9099,9604,505,NS5b
MK900664,FE-17-Tm,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,NA,NA,NA,2017,MK900664|turdus_merula|it_fe|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,it_fe,9099,9604,505,NS5b
MK900665,PE-18-Cp,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,piemonte,NA,45.0574417495465,7.92378460187818,NA,NA,NA,list,NA,NA,NA,2018,MK900665|culex_pipiens|ita|2018,2018,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-05-29,ita,9099,9604,505,NS5b
MK900666,PE1-18-Cp,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,piemonte,NA,45.0574417495465,7.92378460187818,NA,NA,NA,list,NA,NA,NA,2018,MK900666|culex_pipiens|ita|2018,2018,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-05-29,ita,9099,9604,505,NS5b
MK900667,PE2-18-Cp,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,piemonte,NA,45.0574417495465,7.92378460187818,NA,NA,NA,list,NA,NA,NA,2018,MK900667|culex_pipiens|ita|2018,2018,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-05-29,ita,9099,9604,505,NS5b
MK900668,PE-17-Cp,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,piemonte,NA,45.0574417495465,7.92378460187818,NA,NA,NA,list,NA,NA,NA,2017,MK900668|culex_pipiens|ita|2017,2017,insecta,diptera,culicidae,culex pipiens,culex pipiens,2017-05-29,ita,9099,9604,505,NS5b
MK900669,UD-17-Ti,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,friuli-venezia giulia,NA,46.1535400957968,13.0594621283728,udine,it.ud,46.2262197388729,13.1581016601095,NA,NA,NA,2017,MK900669|turdus_iliacus|it_ud|2017,2017,aves,passeriformes,turdidae,turdus iliacus,redwing,2017-05-29,it_ud,9099,9604,505,NS5b
MK900670,AP-18-Br,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2018,MK900670|branta_ruficollis|ita|2018,2018,aves,anseriformes,anatidae,branta ruficollis,red-breasted goose,2018-05-29,ita,9099,9604,505,NS5b
MK900671,FE-18-Tm,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,NA,NA,NA,2018,MK900671|turdus_merula|it_fe|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,it_fe,9099,9604,505,NS5b
MK956003,USUV-000889,partial,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,lüneburg,de.ni.ln,53.2327631789024,10.5730142817882,NA,NA,NA,2018,MK956003|turdus_merula|de_ni_ln|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_ni_ln,1004,2062,1058,E
MK956004,USUV-000905,partial,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,osterholz,de.ni.ot,53.2510060144271,8.80813626042386,NA,NA,NA,2018,MK956004|turdus_merula|de_ni_ot|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_ni_ot,1004,2062,1058,E
MK956005,USUV-000923,partial,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,lüneburg,de.ni.ln,53.2327631789024,10.5730142817882,NA,NA,NA,2018,MK956005|turdus_merula|de_ni_ln|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_ni_ln,1004,2062,1058,E
MK956006,USUV-2018-B/10872,partial,western europe,germany,deu,51.0533277435649,10.373650933319,thüringen,de.th,50.9034036811626,11.0265393979066,gera,de.th.gr,50.8939799695335,12.0826896407838,NA,NA,NA,2018,MK956006|strix_nebulosa|de_th_gr|2018,2018,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-05-29,de_th_gr,1004,2062,1058,E
MK956007,USUV-181011960,partial,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,essen,de.nw.es,51.433803759893,7.01715543020109,NA,NA,NA,2018,MK956007|turdus_merula|de_nw_es|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_nw_es,1004,2062,1058,E
MK956008,USUV-181011995,partial,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,essen,de.nw.es,51.433803759893,7.01715543020109,NA,NA,NA,2018,MK956008|turdus_merula|de_nw_es|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_nw_es,1004,2062,1058,E
MK956009,USUV-EDI_19/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,grafschaft bentheim,de.ni.gb,52.4759105092282,7.02030155381126,NA,NA,NA,2018,MK956009|strix_nebulosa|de_ni_gb|2018,2018,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-05-29,de_ni_gb,1004,2062,1058,E
MK956010,USUV-EDI_22/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,bayern,de.by,48.9386109033625,11.4278546586472,nürnberg,de.by.nr,49.4361781792506,11.0827698427572,NA,NA,NA,2018,MK956010|strix_nebulosa|de_by_nr|2018,2018,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-05-29,de_by_nr,1004,2062,1058,E
MK956011,USUV-EDI_26/ 18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,region hannover,de.ni.ha,52.421849540231,9.71985590910193,NA,NA,NA,2018,MK956011|strix_nebulosa|de_ni_ha|2018,2018,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-05-29,de_ni_ha,1004,2062,1058,E
MK956012,USUV-EDI_29/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,cuxhaven,de.ni.cx,53.6162318768593,8.81198861028588,NA,NA,NA,2018,MK956012|surnia_ulula|de_ni_cx|2018,2018,aves,strigiformes,strigidae,surnia ulula,northern hawk owl,2018-05-29,de_ni_cx,1004,2062,1058,E
MK956013,USUV-EDI_31/17,partial,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,viersen,de.nw.ve,51.2828208018868,6.32599022225692,NA,NA,NA,2017,MK956013|turdus_merula|de_nw_ve|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_nw_ve,1004,2062,1058,E
MK956014,USUV-EDI_32/ 18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,osnabrück,de.ni.on,52.3811490346743,8.04621010761502,NA,NA,NA,2018,MK956014|strix_nebulosa|de_ni_on|2018,2018,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-05-29,de_ni_on,1004,2062,1058,E
MK956015,USUV-EDI_38/17,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,dresden,de.sn.de,51.0664364272582,13.7834594450647,NA,NA,NA,2017,MK956015|surnia_ulula|de_sn_de|2017,2017,aves,strigiformes,strigidae,surnia ulula,northern hawk owl,2017-05-29,de_sn_de,1004,2062,1058,E
MK956016,USUV-EDI_44/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen-anhalt,de.st,52.0090264158216,11.7027467770331,halle (saale),de.st.ha,51.4797885493814,11.9685132761079,NA,NA,NA,2018,MK956016|strix_nebulosa|de_st_ha|2018,2018,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-05-29,de_st_ha,1004,2062,1058,E
MK956017,USUV-EDI_50/ 18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,bayern,de.by,48.9386109033625,11.4278546586472,nürnberg,de.by.nr,49.4361781792506,11.0827698427572,NA,NA,NA,2018,MK956017|strix_nebulosa|de_by_nr|2018,2018,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-05-29,de_by_nr,1004,2062,1058,E
MK956018,USUV-EDI_57/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,saarland,de.sl,49.3842878628632,6.9534418082778,regionalverband saarbrücken,de.sl.sb,49.2513614393136,6.95726450539554,NA,NA,NA,2018,MK956018|turdus_merula|de_sl_sb|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_sl_sb,1004,2062,1058,E
MK956019,USUV-EDI_58/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,harburg,de.ni.hr,53.3158153956002,9.96270595555945,NA,NA,NA,2018,MK956019|strix_nebulosa|de_ni_hr|2018,2018,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-05-29,de_ni_hr,1004,2062,1058,E
MK956020,USUV-EDI_66/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,bayern,de.by,48.9386109033625,11.4278546586472,münchen,de.by.mu,48.074316633481,11.6313617380971,NA,NA,NA,2018,MK956020|turdus_merula|de_by_mu|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_by_mu,1004,2062,1058,E
MK956021,USUV-EDI_77/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,bayern,de.by,48.9386109033625,11.4278546586472,würzburg,de.by.wr,49.7374083471879,9.92739560107939,NA,NA,NA,2018,MK956021|turdus_merula|de_by_wr|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_by_wr,1004,2062,1058,E
MK956022,USUV-EDI_80/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,berlin,de.be,52.5015246825321,13.4019638192194,NA,NA,NA,list,NA,NA,NA,2018,MK956022|turdidae_sp|de_be|2018,2018,aves,passeriformes,turdidae,turdidae sp.,thrush sp.,2018-05-29,de_be,1004,2062,1058,E
MK956023,USUV-EDI_92/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,mecklenburg-vorpommern,de.mv,53.7551744161606,12.5509509363277,vorpommern-rügen,de.mv.vr,54.2841266602745,12.9904130167878,NA,NA,NA,2018,MK956023|turdus_merula|de_mv_vr|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_mv_vr,1004,2062,1058,E
MK956024,USUV-EDI_93/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,mecklenburg-vorpommern,de.mv,53.7551744161606,12.5509509363277,nordwestmecklenburg,de.mv.nr,53.8215519538783,11.2518072403496,NA,NA,NA,2018,MK956024|turdus_merula|de_mv_nr|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_mv_nr,1004,2062,1058,E
MK956025,USUV-EDI_110/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,mecklenburg-vorpommern,de.mv,53.7551744161606,12.5509509363277,ludwigslust-parchim,de.mv.lp,53.4502518536272,11.5334885763748,NA,NA,NA,2018,MK956025|turdus_merula|de_mv_lp|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_mv_lp,1004,2062,1058,E
MK956026,USUV-EDI_111/18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,mecklenburg-vorpommern,de.mv,53.7551744161606,12.5509509363277,nordwestmecklenburg,de.mv.nr,53.8215519538783,11.2518072403496,NA,NA,NA,2018,MK956026|turdus_merula|de_mv_nr|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_mv_nr,1004,2062,1058,E
MK956027,USUV-EDI_140/ 18,partial,western europe,germany,deu,51.0533277435649,10.373650933319,mecklenburg-vorpommern,de.mv,53.7551744161606,12.5509509363277,nordwestmecklenburg,de.mv.nr,53.8215519538783,11.2518072403496,NA,NA,NA,2018,MK956027|turdus_merula|de_mv_nr|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_mv_nr,1004,2062,1058,E
MK956028,USUV-M_664,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2018,MK956028|turdus_merula|de_sn_ll|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_sn_ll,752,1474,722,E
MK956029,USUV-M_670,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2018,MK956029|turdus_merula|de_sn_ll|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_sn_ll,752,1474,722,E
MK956030,USUV-M_671,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2018,MK956030|turdus_merula|de_sn_ll|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_sn_ll,752,1474,722,E
MK956031,USUV-M_674,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,görlitz,de.sn.gr,51.2248644324041,14.7509798329093,NA,NA,NA,2018,MK956031|pyrrhula_pyrrhula|de_sn_gr|2018,2018,aves,passeriformes,fringillidae,pyrrhula pyrrhula,eurasian bullfinch,2018-05-29,de_sn_gr,752,1474,722,E
MK956032,USUV-M_676,partial,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,vechta,de.ni.vc,52.6600523681471,8.22277741123189,NA,NA,NA,2018,MK956032|pyrrhula_erythaca|de_ni_vc|2018,2018,aves,passeriformes,fringillidae,pyrrhula erythaca,grey-headed bullfinch,2018-05-29,de_ni_vc,752,1474,722,E
MK956033,USUV-M_677,partial,western europe,germany,deu,51.0533277435649,10.373650933319,baden-württemberg,de.bw,48.5335196122676,9.04442576424602,freiburg im breisgau,de.bw.fb,47.992522636174,7.81810030657161,NA,NA,NA,2018,MK956033|passer_domesticus|de_bw_fb|2018,2018,aves,passeriformes,passeridae,passer domesticus,house sparrow,2018-05-29,de_bw_fb,1004,2062,1058,E
MK956034,USUV-M_775,partial,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,pinneberg,de.sh.pn,53.7180253092733,9.7369869854178,NA,NA,NA,2018,MK956034|pyrrhula_pyrrhula|de_sh_pn|2018,2018,aves,passeriformes,fringillidae,pyrrhula pyrrhula,eurasian bullfinch,2018-05-29,de_sh_pn,752,1474,722,E
MK956035,USUV-M_785,partial,western europe,germany,deu,51.0533277435649,10.373650933319,baden-württemberg,de.bw,48.5335196122676,9.04442576424602,karlsruhe,de.bw.kl,49.0817277165316,8.56257411095056,NA,NA,NA,2018,MK956035|strix_nebulosa|de_bw_kl|2018,2018,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-05-29,de_bw_kl,752,1474,722,E
MK956036,USUV-M_788,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2018,MK956036|turdidae_sp|de_sn_ll|2018,2018,aves,passeriformes,turdidae,turdidae sp.,thrush sp.,2018-05-29,de_sn_ll,752,1474,722,E
MK956037,USUV-M_793,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2018,MK956037|sturnus_vulgaris|de_sn_ll|2018,2018,aves,passeriformes,sturnidae,sturnus vulgaris,european starling,2018-05-29,de_sn_ll,752,1474,722,E
MK956038,USUV-M_837,partial,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,aurich,de.ni.ar,53.4963919519789,7.36834056802787,NA,NA,NA,2018,MK956038|turdus_merula|de_ni_ar|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_ni_ar,1004,2062,1058,E
MK956039,USUV-M_967,partial,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,essen,de.nw.es,51.433803759893,7.01715543020109,NA,NA,NA,2018,MK956039|strix_nebulosa|de_nw_es|2018,2018,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-05-29,de_nw_es,1004,2062,1058,E
MK956040,USUV-M_661,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2018,MK956040|turdidae_sp|de_sn_ll|2018,2018,aves,passeriformes,turdidae,turdidae sp.,thrush sp.,2018-05-29,de_sn_ll,752,1474,722,E
MK956041,USUV-P_735,partial,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,herzogtum lauenburg,de.sh.hl,53.5888384395176,10.6015583774769,NA,NA,NA,2018,MK956041|turdus_merula|de_sh_hl|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_sh_hl,1004,2062,1058,E
MK956042,USUV-P_762,partial,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,dithmarschen,de.sh.dt,54.1326363588491,9.10770436766831,NA,NA,NA,2018,MK956042|turdus_merula|de_sh_dt|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_sh_dt,1,2062,2061,E
MK956043,USUV-P_818,partial,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,lübeck,de.sh.lb,53.8722933643671,10.7271124656931,NA,NA,NA,2018,MK956043|turdus_merula|de_sh_lb|2018,2018,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-05-29,de_sh_lb,1004,2062,1058,E
MK956044,USUV-V_9495,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2017,MK956044|turdus_merula|de_sn_ll|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_sn_ll,752,1474,722,E
MK956045,USUV-V_9497,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2017,MK956045|turdus_merula|de_sn_ll|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_sn_ll,752,1474,722,E
MK956046,USUV-V_9501,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2017,MK956046|turdus_merula|de_sn_ll|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_sn_ll,752,1474,722,E
MK956047,USUV-V_9503,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2017,MK956047|turdus_merula|de_sn_ll|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_sn_ll,752,1474,722,E
MK956048,USUV-V_9505,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2017,MK956048|turdus_merula|de_sn_ll|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_sn_ll,752,1474,722,E
MK956049,USUV-V_9512,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2017,MK956049|turdus_merula|de_sn_ll|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_sn_ll,752,1474,722,E
MK956050,USUV-V_9519,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2017,MK956050|turdus_merula|de_sn_ll|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_sn_ll,752,1474,722,E
MK956051,USUV-V_9524,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2017,MK956051|turdus_merula|de_sn_ll|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_sn_ll,752,1474,722,E
MK956052,USUV-V_9526,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2017,MK956052|turdus_merula|de_sn_ll|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_sn_ll,752,1474,722,E
MK956053,USUV-V_9807,partial,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,essen,de.nw.es,51.433803759893,7.01715543020109,NA,NA,NA,2017,MK956053|turdus_merula|de_nw_es|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_nw_es,1004,2062,1058,E
MK956054,USUV-V_9958,partial,western europe,germany,deu,51.0533277435649,10.373650933319,berlin,de.be,52.5015246825321,13.4019638192194,NA,NA,NA,list,NA,NA,NA,2017,MK956054|turdus_merula|de_be|2017,2017,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-05-29,de_be,752,1474,722,E
